session_id,child_id,activity_id,session_date,avg_attention_duration,response_time,task_completion_rate,engagement_score,number_of_attention_shifts
131124,2017,1473,0000-00-00,459.14,1.72,57.82,70.64,14
131125,6504,149,2025-09-01,652.41,2.91,73.88,87.87,11
131126,11334,1187,2025-04-26,595.22,,57.54,78.21,18
131127,4633,1205,2026-02-22,376.36,7.76,77.07,84.90,14
131128,7538,1256,11 Aug 2025,37.2,13.08,24.27,47.46,22
131129,4929,1385,2025-03-18,266.01,3.34,23.38,50.69,25
131130,2200,1358,2025-03-21,366.4,3.01,68.00,82.01,12
131131,4463,449,2025-05-28,734.65,4.65,70.74,84.30,6
131133,8990,758,2025-07-18,248.66,1.73,52.17,,14
131134,2161,1258,2025-10-22,652.7,15.54,46.60,54.38,11
131135,9281,754,2025-13-05,181.1,,66.16,64.91,14
131136,8041,458,2025-07-17,TBD,8.35,40.49,68.13,10
131137,5422,1070,2025-01-03,419.57,4.5,,44.14,11
131138,11549,891,2025-06-10,9.73,3.8,66.95,88.84,16
131139,3101,856,2025-09-14,438.51,not recorded,51.66,56.46,13
131140,1450,413,2026-04-04,401.15,<1,51.72,73.36,12
131141,11337,78,N/A,759.04,0.82,71.40,92.87,8
131142,312,303,2025-08-28,265.64,11.37,65.96,74.62,12
131143,6549,1206,2025-10-09,472.57,>60,62.81,68.41,11
131144,10722,271,2025-12-23,179.47,8.06,59.57,41.12,15
131145,574,106,2025-08-16,585.87,4.71,43.56,65.24,13
131146,11236,629,2025-10-04,>60,5.11,33.85,39.08,16
131147,11837,1263,2026-03-02,578.17,11.02,39.87,-26.55,14
131148,9795,1396,2025-08-03,712.39,6.28,59.43,85.08,12
131149,6832,460,2024-06-28,658.92,4.42,73.73,79.30,11
131150,4032,350,2026-02-12,833.59,0.82,60.73,54.42,12
131151,11574,971,2025-07-09,616.68,2.42,51.68,78.20,9
131152,734,753,2026-01-03,332.32,4.24,52.14,49.54,10
131153,4091,1337,"May 24, 2025",814.2,8.53,56.49,69.19,5
131154,4557,443,2026-03-01,402.59,,78.69,78.38,9
131155,7668,100,2030-05-14,859.93,13.94,-30.15,30.65,8
131156,237,1040,"April 12, 2026",496.9,7.61,635.27,55.49,14
131157,3089,1240,10/08/2025,889.21,4.09,218.26,72.12,10
131158,190,39988,2026-03-05,344.27,8.45,62.29,91.13,7
131159,7282,686,2025-12-09,394.57,8.21,61.04,60.50,10
131160,8918,779,2025-11-19,644.96,,39.83,73.60,18
131161,1828,390,07-16-2024,794.04,14.12,59.53,47.75,10
131162,4678,152,,524.22,10.3,47.36,56.28,11
131163,9354,1258,2025-02-05,355.55,5.84,60.03,50.42,6
131165,9734,396,2024-06-17,711.21,13.27,0.81,53.57,15
131166,10695,658,2025/04/07 00:00:00,14.87,8.72,42.46,47.03,12
131167,10379,273,2025-11-09,632.73,1.41,75.02,78.21,12
131168,1000,1342,31/02/2025,546.9,8.77,50.34,62.81,10
131169,7753,968,2025-03-25,791.32,14.6,41.03,43.34,7
131170,7591,1220,2025-08-14,n/a,,46.82,66.69,9
131171,8750,647,2025-01-25,8.6,7.26,80.78,79.89,11
131172,6325,1441,2025-04-16,496.26,11.77,58.81,71.45,12
131173,723,862,2024-10-24,491.22,3.42,78.78,96.17,10
131174,9087,146,2025-02-27,,8.7,56.86,70.78,9
131175,6351,1090,2025-03-21,724.81,4.35,51.91,59.82,10
131176,8029,1260,2025-01-15,590.02,0.62,39.87,41.22,21
131177,570,1244,20/04/2025,655.81,not recorded,61.65,57.89,16
131178,8612,595,31/02/2025,455.14,9.38,60.37,74.29,16
131179,7354,1353,2026-01-06,640.08,1.05,85.25,81.07,8
131180,6693,814,22/09/2025,626.42,3.06,,98.00,6
131181,288,815,2024-04-27,631.08,6.8,38.50,41.85,9
131182,61766,414,N/A,642.23,4.83,63.63,69.60,9
131183,1783,1464,2026-02-01,n/a,--,58.83,56.69,6
131184,1075,747,2025-06-07,101.4,12.05,51.31,66.73,12
131185,3401,361,2025-03-28,709.14,6.64,62.35,51.34,13
131186,11095,545,2025-02-23,not recorded,3.42,86.60,98.50,4
131187,3474,886,2025/08/25 00:00:00,511.18,11.81,40.37,53.43,10
131188,2358,24,2025-08-14,944.7,5.72,67.91,68.98,6
131189,5281,117,2026/03/27 00:00:00,425.8,11.15,55.03,58.92,12
131190,1715,1094,2024-11-13,442.67,5.02,43.82,62.10,19
131191,7395,848,2025-02-14,557.98,2.73,49.19,42.06,12
131192,6450,243,2024-11-26,726.7,4.74,51.45,79.52,7
131193,5317,1186,2025-05-16,502.4,7.95,48.54,-3.33,10
131194,4497,1494,"July 24, 2025",257.6,7.95,53.90,66.45,19
131195,1763,1476,2025-12-24,787.96,9.72,51.52,53.39,10
131196,5706,1263,2025-06-19,599.54,<1,63.85,76.40,9
131197,3064,603,2024-12-01,720.96,4.09,43.28,42.18,9
131199,7584,1451,2025-01-19,682.69,8.13,59.04,64.74,10
131200,9851,755,2026-01-25,618.01,3.51,47.58,52.99,18
131201,8197,761,2025-10-23,416.22,13.08,69.27,58.36,6
131202,9266,818,2025-05-18,761.15,4.71,62.98,75.03,10
131203,6908,626,2025-11-07,404.71,8.08,78.18,69.72,9
131204,6721,727,2025-07-14,266.52,8.35,42.11,46.73,20
131205,2585,709,11 May 2025,377.28,n/a,58.17,70.13,19
131206,4532,111,"November 21, 2025",280.75,14.23,34.94,43.33,17
131207,1774,1038,2025-12-18,272.63,9.85,32.10,48.22,14
131208,5039,271,2025-09-26,753.55,9.48,53.78,28.37,11
131209,6855,424,15/08/2024,,8.69,66.03,73.08,14
131210,6333,246,06 Mar 2026,382.03,3.63,53.35,67.74,15
131211,115,1358,17 May 2025,199.63,4.57,61.97,69.90,13
131214,5341,805,31/02/2025,679.44,4.69,66.03,65.00,12
131215,4284,104,2024-07-27,618.42,11.92,63.77,81.24,9
131216,8420,1088,2025-09-22,220.21,7.17,34.40,57.51,26
131217,6392,653,2025-02-08,12.25,6.97,41.94,42.80,10
131218,7961,1210,2025-09-15,707.76,1.12,58.87,65.43,10
131219,301,1220,2024-12-09,TBD,2.38,80.87,76.46,12
131220,8428,26892,2026-06-21,801.11,8.23,40.24,58.87,15
131221,6916,722,2025-06-17,494.27,11.67,52.55,49.07,15
131222,9240,1154,2024-11-06,680.98,10.61,55.61,37.61,9
131223,4683,1261,2024-11-09,668.31,2.58,54.49,-15.16,8
131224,5382,706,22 Feb 2026,765.63,6.3,49.72,25.76,12
131226,970,1219,2025-06-23,570.19,9.36,37.76,60.25,9
131229,9354,1031,2025-12-10,384.53,3.81,46.34,40.45,19
131230,10929,1022,05/01/2026,428.51,2.33,60.07,64.81,15
131231,6895,286,2025-03-29,657.76,6.42,51.89,56.22,13
131232,10245,1062,2024/11/29 00:00:00,431.76,12.21,48.92,55.97,
131233,5786,452,2026-06-24,,9.09,64.06,77.77,11
131234,10887,353,2025-05-28,484.21,5.27,51.84,63.92,10
131235,9742,1112,2025-08-19,12.0,10.62,58.33,69.19,13
131236,3266,391,2025-10-19,329.13,7.73,43.45,63.64,20
131237,696,1458,2025-11-29,510.59,,47.82,62.11,14
131238,9804,805,2026-02-28,TBD,3.9,63.36,67.87,13
131239,849,1210,31 Oct 2025,592.12,,50.12,70.51,18
131240,11807,162,2025-07-03,627.96,11.08,71.24,66.66,6
131241,10442,730,2025-10-20,284.39,2.87,44.03,42.84,
131242,73,954,26 Mar 2026,620.04,0.89,659.80,76.38,16
131243,7865,875,2024-11-01,424.49,5.85,32.47,46.81,21
131244,5863,808,2025-09-29,626.19,5.65,75.52,69.31,5
131245,3310,962,2026-05-03,297.53,,58.92,62.00,10
131246,7823,492,31/02/2025,378.43,15.39,72.50,65.12,8
131247,4707,1339,"March 13, 2025",546.13,5.9,85.36,84.99,4
131248,5120,1455,2024-10-08,643.34,9.28,76.40,78.62,11
131249,4885,1458,2025-06-08,408.25,12.05,59.40,58.91,10
131250,1804,779,2025-03-26,811.32,2.79,57.42,75.00,17
131251,7391,988,05-13-2024,14.37,1.24,75.74,77.59,12
131252,11099,870,08/08/2025,886.29,6.2,61.58,64.04,9
131253,340,745,10-22-2024,573.73,4.31,53.17,58.30,14
131254,10634,870,2025-01-09,TBD,4.5,,42.15,6
131255,4334,644,03-19-2025,7.95,2.26,48.02,50.55,9
131256,6308,111,2025-11-09,904.25,7.53,60.86,58.06,18
131257,11557,539,2025-06-24,,5.77,92.36,100.00,8
131258,5381,845,15/12/2025,322.67,0.94,36.87,51.00,17
131259,8695,1217,25/07/2025,657.59,2.77,70.03,82.31,16
131261,4336,351,2025-06-08,589.86,14.16,78.70,86.62,6
131262,3202,693,2025/05/12 00:00:00,,7.81,71.10,57.36,10
131263,11487,462,2025-10-12,383.76,3.64,64.27,69.56,10
131264,4311,109,2025-07-13,,10.27,58.37,70.89,10
131265,11011,639,2025-08-20,>60,9.65,48.71,53.47,15
131266,11786,199,2025-04-19,548.47,5.71,63.81,68.59,10
131267,2073,629,03/12/2024,<1,8.14,70.12,64.17,6
131268,3795,582,2026-01-07,938.96,5.03,54.12,,5
131269,5394,122,31/02/2025,753.29,5.87,56.55,52.12,9
131270,10551,1096,2025-06-14,608.11,9.48,50.45,60.05,15
131271,5387,1089,2026-06-03,622.35,8.72,67.15,87.15,
131272,8907,1198,2024-09-30,865.84,6.09,51.50,51.53,13
131273,7307,1292,2025-06-24,968.47,1.87,87.73,91.27,6
131274,1885,427,2025-09-22,402.1,7.42,62.80,59.41,12
131275,942,455,2025-09-12,276.06,6.85,51.62,66.21,14
131277,8832,412,20/12/2024,531.29,4.14,40.09,56.08,11
131278,2252,17925,,621.27,5.96,62.31,65.45,12
131280,11524,693,2025-11-23,316.1,7.86,74.24,83.60,14
131281,4963,370,2025-04-24,759.16,17.1,66.99,65.19,8
131282,5720,215,2024-06-24,,1.83,41.94,51.88,15
131284,11446,1213,2026-01-20,539.2,5.77,71.06,70.52,12
131285,1585,461,2024-08-30,352.73,10.98,68.36,83.60,13
131286,2531,1364,2025-02-25,683.23,8.24,37.63,60.56,13
131287,6400,1088,04-12-2025,660.59,,77.09,77.43,12
131288,11662,555,2025-06-30,969.81,5.36,85.40,100.00,5
131289,11710,1276,2024-07-18,649.95,14.13,56.12,60.24,8
131290,3490,635,2025-02-22,9.22,8.81,46.66,55.93,12
131291,2946,900,2026-04-24,8.46,5.61,60.31,71.30,23
131293,1827,1080,17 Nov 2024,n/a,>60,48.93,57.95,12
131294,8805,1247,2024/08/23 00:00:00,,6.33,42.41,56.49,7
131295,10478,598,2026/01/20 00:00:00,599.68,9.14,32.67,48.00,8
131296,7275,315,2026-01-17,97.71,3.65,39.87,47.27,15
131297,10887,1466,17/08/2025,,13.27,57.39,58.79,15
131298,9739,1436,2025-11-09,not recorded,7.25,52.18,71.88,18
131299,6141,877,2026-05-24,584.33,5.54,76.42,67.52,10
131300,1108,633,2025-10-12,11.29,2.48,58.83,232.32,6
131301,11215,1131,2025-01-04,361.95,6.87,45.29,45.23,11
131302,9375,158,2025-05-12,472.74,10.27,65.66,88.57,8
131304,5227,1122,2026-02-26,13.81,3.26,51.28,46.11,
131305,2652,592,2024-09-17,502.22,4.66,55.71,55.00,11
131306,3674,134,2025-09-14,617.7,4.02,51.13,69.35,16
131307,5091,453,2026-01-24,217.32,,54.02,64.51,10
131308,5637,457,2025-03-24,280.12,4.85,50.00,68.99,
131309,5108,267,2025-02-07,31728.18,5.89,37.17,39.25,11
131310,4465,1217,03-20-2026,446.39,4.1,67.83,77.98,14
131311,11191,209,2025-07-11,862.53,4.87,67.61,84.70,9
131313,8420,1085,2026-01-05,280.75,n/a,46.92,59.63,9
131314,2039,1475,2025-06-13,908.96,6.23,70.33,82.61,9
131315,9465,190,11-17-2025,304.34,4.88,67.56,92.20,9
131316,5146,1070,2025-09-21,693.87,7.15,57.77,71.44,10
131317,3350,1196,2026-02-25,783.5,22.02,54.71,55.43,13
131318,2469,857,2025-10-27,575.82,TBD,39.34,50.17,8
131319,11079,270,2025-02-08,267.62,not recorded,69.20,63.03,12
131320,6239,1034,2025-05-10,518.98,5.8,56.98,58.32,
131321,4114,447,2024-06-10,732.06,7.21,58.31,70.64,14
131323,7207,854,2025-09-24,413.86,12.27,59.98,61.04,12
131324,1450,1111,2025-11-15,6.38,3.5,52.20,76.64,10
131325,3355,1192,"December 07, 2030",509.59,3.06,42.33,51.35,15
131326,3508,1086,2025-13-05,282.47,3.8,64.94,73.93,14
131327,2710,295,25 May 2025,549.67,8.51,44.88,47.93,12
131328,2752,729,2025-12-02,625.67,32.8,39.83,20.63,9
131329,8492,41,2025-03-06,913.52,6.98,48.16,43.36,11
131330,10557,141,02/09/2025,,3.26,70.90,63.37,4
131331,2534,456,2025-08-22,863.49,2.16,60.95,274.65,9
131333,1878,394,2025-07-08,158.09,19.35,41.80,53.84,13
131334,3032,217,2024-10-10,843.64,6.9,53.39,31.56,10
131335,6095,414,27/04/2025,753.62,8.66,42.84,55.87,11
131336,1241,378,,583.99,7.22,34.25,54.63,15
131337,7944,365,,657.48,6.62,66.52,67.73,11
131338,3722,1052,30/08/2024,629.32,4.51,55.85,55.40,7
131339,10234,1032,2026-03-13,671.79,3.1,63.21,63.33,5
131340,9241,264,2025-07-17,651.97,6.68,54.63,65.44,13
131341,8990,765,2025-08-01,215.7,--,43.57,64.26,21
131342,7311,873,2025-11-20,546.03,5.88,48.37,53.54,11
131343,10773,224,2025-06-21,639.56,n/a,58.45,63.14,16
131344,6629,1116,2025-05-02,4.94,9.8,59.95,57.35,12
131345,5000,656,01/04/2026,9.55,5.85,59.91,81.75,16
131346,10557,455,2026-03-31,,2.22,95.35,86.82,5
131347,11717,100,2025-07-10,407.07,6.55,64.39,71.66,9
131348,8583,369,2025-12-19,218.96,5.18,54.17,62.63,15
131349,2023,647,2026/01/21 00:00:00,11.66,8.42,64.22,63.46,12
131350,7859,1066,2024-06-18,775.52,1.54,40.06,54.15,10
131351,3078,113,2025-06-06,685.45,5.83,67.48,84.91,9
131352,5838,154,2025-10-15,639.76,14.43,61.00,71.97,16
131354,6006,806,2026-05-16,629.34,3.4,73.48,72.63,10
131355,3884,593,24/09/2025,721.28,4.91,54.56,69.54,7
131356,3118,90,2024-11-23,760.1,10.24,58.75,66.91,13
131357,7023,1207,2025/09/23 00:00:00,516.89,10.67,26.76,45.02,6
131358,942,47,2025-12-29,296.54,8.11,42.26,40.54,18
131359,4261,1016,2025-02-21,602.13,5.19,63.30,70.43,12
131360,3929,150,2025-03-03,674.13,5.66,71.53,95.32,11
131361,11078,388,2025-03-09,836.49,2.31,8.98,19.34,17
131362,122,1321,08-28-2024,739.6,5.86,72.85,87.91,11
131363,636,995,"August 29, 2025",12.06,12.78,58.51,67.00,7
131365,9068,723,02-02-2026,547.52,6.57,54.44,47.22,17
131366,5239,571,2025-03-31,799.14,8.06,44.56,42.17,9
131367,7995,112,"July 05, 2025",540.45,7.47,74.21,83.97,13
131368,3779,139,2025-05-01,720.01,7.77,62.06,55.25,12
131369,970,1210,2025-07-26,,4.45,63.21,67.48,9
131371,8495,269,2026-01-21,827.73,4.4,52.50,52.42,16
131372,6467,1184,2025-12-09,67900.21,8.0,58.11,50.88,7
131373,1686,1219,2025-12-10,252.89,8.55,46.08,57.99,18
131374,11766,448,2025-12-26,279.27,3.37,47.43,63.90,13
131375,939,801,2025-07-25,456.58,11.75,57.98,-24.32,16
131376,439,254,31/02/2025,,-10.38,44.12,39.10,17
131377,442,1478,"July 14, 2025",396.95,5.37,57.36,77.34,23
131378,1409,42,2025-10-01,661.81,>60,64.37,61.45,15
131379,3641,1368,2024-08-06,698.79,1.4,389.90,81.44,8
131381,16961,1490,2025-01-20,675.05,7.7,53.70,68.93,14
131383,8041,447,2024-03-06,935.99,4.58,56.63,74.57,9
131384,5407,944,12-16-2025,676.78,3.49,83.65,84.54,8
131385,4610,622,2027-05-29,669.94,3.17,58.74,51.85,13
131386,9636,154,2024-11-16,763.19,4.29,36.76,53.24,12
131387,5384,391,2025/09/11 00:00:00,253.62,5.19,43.65,52.92,13
131388,4045,408,31 Dec 2024,747.31,6.6,62.63,72.86,13
131389,1976,408,2026-04-23,403.21,4.39,590.99,,14
131390,7525,1195,2025-04-18,454.41,6.68,69.29,71.48,12
131391,6571,811,2025-12-03,537.43,8.31,44.46,41.64,12
131392,808,974,2024-09-17,878.28,6.13,69.04,68.20,3
131393,3795,578,2025-10-25,997.45,2.48,58.88,60.56,6
131394,4078,588,2026-02-04,509.68,9.43,59.29,69.33,14
131396,5945,1217,2025-10-08,513.55,8.96,54.88,44.78,10
131397,11343,639,2025-04-14,10.24,0.8,51.00,54.92,14
131398,5890,128,2026-03-11,n/a,,59.41,56.16,12
131399,2480,1242,04/03/2025,890.08,14.44,39.04,45.61,10
131400,421,705,03-02-2025,745.3,9.92,42.48,24.53,8
131401,397,137,2025-07-16,112.12,10.89,58.51,59.77,12
131402,5900,1071,2025-09-17,363.29,9.93,37.06,47.05,-1
131403,5281,115,08-14-2025,518.25,4.16,48.02,62.60,16
131404,659,1122,2025-02-02,>60,7.61,60.37,64.87,12
131405,8636,1240,2025-05-29,790.67,4.69,86.65,83.78,8
131406,10413,1256,2025-11-01,900.85,11.07,97.23,99.96,0
131407,7440,917,2026-03-13,7.99,6.97,61.33,65.21,17
131408,200,547,N/A,843.44,>60,89.35,100.00,
131409,5942,413,2025-04-10,529.31,7.6,47.07,53.25,15
131410,5106,1106,16/10/2027,9.7,3.48,55.16,249.16,12
131411,4762,446,,--,5.23,77.10,77.48,7
131412,2762,801,2025-10-16,646.68,4.49,51.74,53.67,11
131413,11001,1031,2025-07-10,964.9,--,41.50,54.88,8
131415,7316,930,26/06/2025,12.36,1.9,57.19,65.31,5
131416,3966,460,"October 15, 2024",641.5,5.27,83.51,78.88,8
131417,6811,623,N/A,354.77,7.48,41.20,49.54,14
131418,401,993,2025-06-26,11.29,3.8,43.94,63.91,11
131419,10945,419,31/02/2025,471.19,11.92,17.57,32.28,25
131420,8303,677,2025-02-21,478.32,7.08,46.07,53.29,20
131421,6117,868,04-21-2025,390.83,9.36,41.71,61.92,13
131422,7152,442,2025-10-12,583.54,4.11,50.12,66.62,10
131423,9284,1239,2025-02-26,696.82,4.84,71.10,74.06,7
131424,9249,72,2026-04-10,573.6,13.27,48.54,61.20,11
131425,11692,746,2025-12-05,211.78,2.31,28.17,36.97,20
131426,2448,1210,2025-01-10,305.34,10.62,59.43,68.12,10
131427,10101,3,2023-09-17,8.13,TBD,67.94,281.07,12
131428,124,250,2025-06-09,627.4,4.9,36.19,56.67,8
131429,7542,652,2025-07-12,8.16,,48.31,59.57,14
131430,7448,1256,2024-07-16,728.05,9.75,,73.60,11
131431,2403,277,2025-07-19,30028.12,5.23,68.10,67.38,7
131432,3186,1015,2026-03-12,718.54,5.0,45.16,54.45,-6
131433,7825,1071,2025-02-02,769.89,,59.27,74.04,16
131434,9226,216,2025-10-21,558.7,,47.95,52.14,17
131435,1281,763,2025-12-05,335.5,17.33,53.96,40.09,13
131436,10956,706,04-25-2026,629.45,6.55,37.03,45.25,21
131437,4477,711,19 Oct 2024,425.76,10.51,,35.05,7
131438,4384,305,2026-03-30,407.47,7.23,53.64,54.13,11
131439,10689,60,2025-09-18,460.76,2.53,56.09,51.89,12
131440,63721,627,2025/01/11 00:00:00,798.0,1.3,59.54,48.45,13
131441,4041,461,2026-02-07,436.62,6.98,45.64,71.07,9
131442,9308,270,2025-10-28,672.79,-4.44,49.49,50.89,9
131443,8352,927,2024-10-28,4.16,9.85,45.38,53.92,15
131444,94268,805,11-26-2025,586.6,2.45,79.41,93.88,8
131447,6455,200,02-16-2025,565.19,10.71,70.45,77.54,17
131448,8520,1214,2025/09/17 00:00:00,438.46,not recorded,54.36,53.52,6
131449,3320,307,2025-11-15,479.2,9.86,53.64,62.62,15
131450,2684,203,2025-09-07,747.87,13.21,78.57,97.00,5
131451,9064,1496,2025-13-05,85.61,3.5,15.43,34.17,19
131452,7473,415,10-14-2024,579.57,14.38,53.73,,14
131453,11993,1457,2025-03-01,337.1,4.55,54.69,64.63,11
131454,4456,385,"October 17, 2025",235.32,9.88,-21.79,24.39,18
131455,8628,763,2025-09-02,309.53,6.4,60.18,51.78,11
131456,5766,901,10/09/2025,--,4.16,50.18,72.20,15
131457,1247,1078,2025-04-23,872.86,5.36,56.51,74.10,14
131458,3315,5184,2026-04-27,527.46,13.81,71.19,73.26,14
131459,9041,1454,0000-00-00,459.88,10.3,34.89,48.29,9
131460,3269,256,2025/01/26 00:00:00,4.94,6.38,35.18,21.10,20
131461,11950,684,2025-11-23,487.88,7.68,50.05,57.65,14
131462,6094,266,2025-03-08,626.7,5.61,33.67,31.16,16
131463,6418,273,2024-12-13,308.53,6.85,35.70,35.33,19
131464,3430,1075,2026-03-08,252.03,10.76,47.07,56.61,15
131465,8689,1212,2026-01-26,519.42,21.35,,60.99,17
131466,11885,995,2025-09-25,8.93,0.62,65.59,73.15,7
131467,9673,206,2025-07-08,523.16,3.52,68.40,77.30,11
131468,2458,350,2025-11-21,613.31,4.21,60.42,72.33,12
131469,4617,1468,20/09/2024,347.01,9.9,50.60,67.89,17
131470,10937,408,2026-02-09,536.77,11.59,55.01,59.05,9
131471,10110,977,N/A,118.71,9.77,55.81,62.58,16
131472,7846,272,2025-01-20,,-1.74,89.41,84.58,9
131473,948,442,04/02/2025,562.9,,59.94,70.33,
131474,7439,887,2025-08-18,TBD,5.44,54.05,52.44,10
131475,897,757,2025-06-04,605.25,1.44,-29.88,82.92,11
131476,11902,1257,2025-03-16,287.86,7.05,39.91,56.77,13
131477,2320,288,2025-05-18,532.87,>60,28.28,46.77,18
131478,9035,283,2025/11/04 00:00:00,784.43,1.82,53.28,50.16,13
131479,5180,296,2025-07-26,663.37,13.44,45.20,,12
131480,559,236,2025-06-16,719.31,-5.29,46.82,50.65,12
131481,5835,1032,2025-10-06,419.45,0.81,-34.02,67.18,10
131482,43473,1457,2025-09-03,719.96,3.34,60.94,56.66,9
131485,4121,170,2026/02/27 00:00:00,617.95,10.57,39.65,38.18,12
131487,242,107,2025-04-27,659.45,2.68,59.86,71.88,12
131488,2414,1109,11/11/2025,11.82,3.06,89.78,92.32,10
131489,2523,441,,690.86,10.39,52.69,68.16,12
131490,4954,564,2025-05-01,651.15,8.31,81.16,71.67,-6
131491,7104,154,0000-00-00,788.48,6.39,35.79,55.66,8
131492,6431,1215,2025-09-23,766.78,7.42,59.46,70.32,10
131493,3929,38301,2025-07-10,612.13,15.34,51.52,82.68,14
131494,6256,1175,09-15-2025,310.06,12.35,53.16,68.76,14
131495,2274,1023,,442.91,--,55.19,68.39,13
131496,8808,433,2025-07-15,553.35,4.7,58.80,62.78,10
131497,6438,761,"March 14, 2025",614.8,4.66,57.36,57.82,9
131498,2012,1209,02-07-2025,626.82,7.6,58.29,55.58,15
131499,10368,484,2026-01-05,735.9,1.95,62.04,60.18,14
131500,10503,349,"May 31, 2025",544.68,5.57,62.38,74.25,7
131501,2865,346,2025-04-04,759.17,3.26,56.58,71.06,17
131502,7060,853,2024-10-24,525.2,4.43,59.74,63.67,10
131503,10897,700,2025-07-21,374.25,1.05,60.12,58.46,10
131504,1659,883,2025-03-09,747.36,3.14,71.48,81.56,11
131506,6622,1365,"July 17, 2025",659.9,8.7,62.26,67.42,10
131507,9370,197,2025-05-20,295.33,2.63,66.23,72.55,10
131508,7579,137,02-05-2025,214.51,TBD,61.94,57.42,19
131509,7767,1144,2024-09-20,525.38,,69.80,64.97,12
131511,8146,99,2025-05-01,524.06,,65.73,72.88,8
131512,3820,587,2026-01-14,631.48,13.23,58.03,61.10,10
131513,2762,1083,2025-12-06,572.73,9.07,57.83,50.99,19
131514,5846,617,0000-00-00,936.85,7.31,42.37,44.21,14
131515,8171,646,2026-03-31,4.88,5.78,69.72,76.82,24
131516,1268,33,2025/01/02 00:00:00,549.12,TBD,65.79,64.86,8
131517,5504,1160,20/02/2026,453.76,2.61,71.41,72.63,10
131518,11428,355,2025-05-29,738.59,3.36,69.86,66.56,8
131519,10705,134,2025-04-27,443.4,3.72,83.95,83.31,11
131520,6277,351,2025-04-22,493.03,1.4,96.78,94.40,12
131521,8428,1453,2026-04-10,743.06,5.57,34.42,42.09,14
131522,5776,1035,2026-04-19,189.84,4.8,43.62,58.84,21
131523,8790,663,2025-02-02,14.49,4.11,57.78,63.71,14
131524,4697,460,2026-01-23,not recorded,2.69,67.47,81.90,10
131525,5653,267,2025-10-17,TBD,4.22,38.35,22.39,20
131526,11529,838,2026-05-15,500.16,6.76,55.01,65.79,8
131527,4604,870,08-13-2025,824.25,0.82,65.61,260.32,8
131528,2925,1335,2026-01-26,773.95,5.28,48.95,54.25,7
131529,9627,412,2026-03-01,525.28,3.21,66.20,68.94,17
131530,524,417,2025-07-04,646.41,19.63,53.20,,20
131532,4059,1462,2026-02-01,619.49,3.32,,66.00,13
131534,6633,379,2024-11-17,558.5,<1,49.06,,20
131535,6664,146,2025-07-18,389.06,4.7,52.40,79.01,16
131536,3184,905,2025-04-14,12.84,5.95,72.25,85.83,11
131537,9709,719,2025-06-15,741.33,4.34,58.44,75.48,7
131538,7196,155,2025-10-25,443.95,,77.45,97.07,8
131539,725,663,2025-05-12,TBD,18.13,48.00,38.63,15
131540,4384,1191,2025-13-05,403.27,8.14,53.95,55.99,11
131542,11265,103,2025-11-02,608.76,13.71,44.37,51.58,15
131543,2133,578,2025-10-11,388.86,4.04,61.51,64.36,10
131544,1556,772,2025-09-06,226.49,5.98,60.14,71.70,9
131545,84855,44,2025-05-26,653.56,2.0,69.89,58.27,10
131546,5241,804,2025-06-15,632.43,6.29,53.44,74.76,20
131547,7791,676,"August 20, 2025",352.68,,51.18,59.36,16
131548,8174,111,2025-10-07,410.77,7.99,,85.40,9
131549,11595,856,2025-06-27,not recorded,10.25,43.05,59.69,11
131551,9108,1457,,547.22,4.88,42.82,57.77,9
131554,5227,1109,2025-06-29,15.57,11.83,0.43,65.85,6
131555,6287,1275,2025-07-31,477.59,4.43,58.86,74.35,7
131556,1881,1472,2025-12-14,839.63,2.59,52.49,41.59,9
131558,8558,622,"January 11, 2025",710.08,7.93,57.80,52.40,
131559,3661,301,2025-10-17,323.04,12.01,47.57,60.02,12
131560,3396,748,2026-01-02,349.05,18.0,46.30,40.30,13
131561,10591,148,2025/04/22 00:00:00,732.38,,60.49,89.95,12
131562,5705,252,2026-04-15,774.62,9.15,84.25,76.71,11
131563,4876,1465,2025-04-10,402.4,15.13,70.32,65.99,9
131564,3794,99,2025-04-03,488.49,6.24,77.17,81.49,11
131565,11825,178,2026-02-23,,5.02,68.86,74.73,7
131566,7253,614,2025-09-14,664.77,TBD,71.69,69.69,5
131567,4315,745,2026-04-17,521.05,6.65,62.86,59.50,17
131568,3741,381,2024-10-10,632.13,,,83.41,12
131569,4010,1082,2026-02-09,698.67,2.39,55.70,63.41,9
131570,4644,1246,07-05-2025,399.23,>60,50.51,68.07,7
131571,4568,820,"October 05, 2025",396.67,14.37,76.91,86.15,12
131572,11843,667,2025-05-19,613.62,2.2,52.19,43.78,
131573,4706,1209,2025-01-09,481.16,6.0,88.75,94.33,7
131574,9123,420,2025-08-08,628.37,6.79,56.27,69.95,9
131575,11020,1348,"June 13, 2025",821.6,8.1,63.27,72.31,10
131576,3917,1213,2025-02-05,379.31,3.99,44.56,46.49,17
131577,11540,27,2025-05-30,382.79,3.26,72.19,70.79,11
131578,3596,1257,"November 06, 2025",511.23,4.84,61.57,75.80,17
131579,3087,1454,2025-07-22,442.35,2.91,47.29,52.19,15
131580,2842,1347,31/02/2025,583.38,,49.55,64.44,11
131581,10319,1373,2025-12-06,458.29,8.03,63.60,65.34,15
131582,2957,881,08-17-2025,>60,7.6,52.40,62.88,15
