activity_id,org_id,name,duration,group_size,interaction_type,activity_format,participation_type,difficulty_level,movement_required
1105,44,Coding Basics Workshop,50.0,2,2-person, Digital ,Voluntary,High,0
1106,45,Math Games Module,26.0,10,Group,physical,Assigned,Easy,1
1107,45,Math Games Module,35.0,2,pair,DIGITAL,VOL,Medium,0
1108,45,Science Experiment Program,54.0,9,Group,Digital,Voluntary,Low,1
1109,45,Photography Track,54.0,2,  Pair  ,Physical,opt in,MEDIUM,
1110,45,Photography Club,33.0,2,Pair,DIGITAL,Voluntary,E,0
1111,45,Coding Basics Session,35.0,3,Group,Digital,opt in, E ,0
1112,45,Animation Studio Club,53.0,5,group work,Digital,Voluntary,  Medium  ,0
1113,411,Lego Build Session,,,GRP,HYB,Voluntary,Easy,0
1114,45,Team Sports Program,35.0,1,Individual,PHYSICAL,Voluntary,  Medium  ,1
1115,45,Reading Club Session,66.0,,Group,mixed,Voluntary,Med,0
1116,45,Nature Walk Program,31.0,2,Pair,Physical,Voluntary,Easy,1
1117,45,Dance Session Session,82.0,6,Group,Physical,Voluntary,Hard,
1118,45,Board Games Program,46.0,3,  group  ,PHY,  Voluntary  ,Easy,1
1119,45,,48.0,10,  Group  ,mixed,Voluntary,Hard,1
1120,45,Robotics Lab Lab,10.0,1,individual,-,Voluntary,Easy,
1121,45,Photography Module,54.0,2,PAIR, PHY ,Voluntary,medium,1
1122,45,Creative Writing Club,35.0,1,Individual,hybrid,Opt-in,Easy,1
1123,766,Dance Session Workshop,40.0,1,individual,Digital, Voluntary ,Medium,
1125,45,Memory Training Track,40.0,1,individual ,Physical,Voluntary,medium,1
1126,45,Nature Walk Module,69.0,1,Individual,Digital, Voluntary ,  High  ,0
1127,46,Creative Writing Lab,62.0,6,Group,Physical,Voluntary,Hard,1
1128,46,Debate Club Session,47.0,2,Pair,, opt in ,Medium,1
1129,46,Gardening Program,65.0,8,Group,In-person,voluntary,Low,1
1130,46,Cooking Basics Club,33.0,2,Pair,Physical,opt in,level 2,1
1131,46,Origami Session,69.0,1,  Individual  ,-,Voluntary,  Medium  ,0
1132,46,Origami Lab,55.0,15,Group,physical,Voluntary,  Medium  ,1
1133,46,Debate Club Lab,36.0,2,Pair,mixed, VOL ,Hard,
1135,46,Chess Tactics Workshop,57.0,1,Individual,Hybrid,VOLUNTARY,Medium,1
1136,46,Animation Studio Lab,41.0,1,individual,digital,opt in,Easy,0
1137,46,Lego Build Session,38.0,2,PAIR,Physical,Voluntary, Med ,1
1138,46,Board Games Workshop,52.0,2,pair,HYBRID,  VOL  ,level 1,1
1139,46,Puzzle Challenge Session,54.0,1,Individual,mixed,Voluntary,Hard,0
1140,46,Puzzle Challenge Workshop,11.0,2,Unknown,HYBRID,Assigned,EASY,0
1141,46,Reading Club Lab,53.0,2,Pairs,digital,opt in,-,0
1142,46,Animation Studio Program,51.0,7, GRP ,mixed,  VOLUNTARY  ,Medium,1
1143,46,Lego Build Program,66.0,15,Group,Digital,Voluntary,HARD,0
1144,46,Coding Basics Module,66.0,,Group,NA,  Voluntary  ,Medium,
1145,46,Reading Club Session,53.0,2,Pairs,In-person,Mandatory, Medium ,1
1146,46,Memory Training Lab,51.0,2,2-person,Blended,Opt-in,level 2,1
1147,46,Drawing Studio Session,48.0,,Individual,Physical,Voluntary,Medium,
1148,46,Nature Walk Lab,35.0,10,GRP, Offline ,  Opt-in  ,Easy,1
1149,46,Team Sports Lab,37.0,2,PAIR,Hybrid,Voluntary,Easy,0
1150,46,Science Experiment Session,25.0,9,N/A,Physical,Voluntary,Easy,
1151,46,Origami Module,41.0,2,Pair,Physical,N/A,Easy,1
1152,46,Gardening Session,57.0,5,group,Offline,Assigned,level 1,0
1153,46,Drawing Studio Workshop,-26.0,1,  Individual  ,Hybrid,VOLUNTARY,Easy,0
1154,46,Debate Club Module,,9,Grp,PHY,VOLUNTARY,Easy,0
1155,46,Cooking Basics Lab,55.0,9,Group,Physical,voluntary,Medium,0
1156,46,Puzzle Challenge Club,55.0,9,GRP,Digital,Voluntary,  level 2  ,0
1157,46,Coding Basics Club,35.0,1,individual ,hybrid,Voluntary, easy ,1
1158,46,Storytelling Session,39.0,,Pair,mixed,Voluntary, Easy ,0
1159,46,Origami Track,34.0,2,Pair,Blended,Voluntary,  medium  ,
1160,47,,68.0,14,Grp,Physical,Voluntary,hard,
1161,47,Robotics Lab Lab,65.0,8,Grp,Digital, Assigned ,hard,0
1162,47,Cooking Basics Track,24.0,1,Individual,Physical,Voluntary,hard,
1163,47,Origami Club,not recorded,1,individual , Hybrid ,Voluntary,Med,1
1164,47,Gardening Session,19.0,2, Pair ,PHY,Voluntary,MEDIUM,1
1165,47,Debate Club Track,43.0,9,GROUP,Hybrid,Voluntary,Hard,0
1166,47,Dance Session Workshop,70.0,7,Group,Blended,Voluntary,  level 3  ,0
1167,47,Lego Build Session,45.0,6,GRP, Hybrid ,  Assigned  ,level 2,
1168,47,Drama Workshop Module,31.0,1,  Individual  ,Physical,VOLUNTARY,level 2,
1169,47,Debate Club Module,43.0,5,Group,Physical,Voluntary,medium,1
1170,47,Photography Lab,41.0,1, Individual , Digital ,VOL,Hard,0
1171,47,Creative Writing Workshop,50.0,2,Pair,Hybrid,opt in,Hard,1
1172,47,Debate Club Session,40.0,9,group work,mixed,  Voluntary  ,Hard,0
1174,47,Memory Training Lab,32.0,3,Group,Offline,assigned,MEDIUM,1
1175,47,Photography Lab,44.0,2,Pairs,Physical,Assigned,hard,1
1176,47,Dance Session Lab,78.0,8,GRP,DIG,VOL,Hard,0
1177,47,Math Games Lab,42.0,1,Individual, Physical ,Voluntary,  Medium  ,1
1178,47,Dance Session Session,16.0,1,IND,PHY,VOLUNTARY,Easy,1
1179,47,Memory Training Program,47.0,11,Group,Digital,  Voluntary  ,Low,0
1180,831,Board Games Module,41.0,1,  Individual  ,Physical,Mandatory,High,1
1181,48,Mindfulness Track,<1,1,Individual,Unknown,Assigned,Hard,1
1182,48,Gardening Club,-32.0,1,Individual,Blended,Assigned,Easy,1
1183,48,Board Games Workshop,61.0,11,  Group  ,Physical,unknown,easy,1
1184,48,Cooking Basics Club,23.0,11,Group,Digital,Voluntary,Medium,0
1185,48,Storytelling Module,24.0,1,individual ,Physical,Assigned,  HARD  ,1
1186,48,Cooking Basics Club,22.0,2,  Pair  ,PHYSICAL, Voluntary ,  Medium  ,1
1188,48,Science Experiment Workshop,66.0,1,INDIVIDUAL,physical,Voluntary,  Hard  ,1
1189,48,Chess Tactics Club,,2,Pairs,physical,assigned,E,0
1190,48,Drawing Studio Module,59.0,8,GRP,physical,null,level 1,1
1191,48,Coding Basics Workshop,58.0,14,GROUP,Digital,Assigned,  Hard  ,0
1192,48,Math Games Track,70.0,1,Indiv,In-person,ASSIGNED,Medium,1
1193,49,Science Experiment Workshop,71.0,9,Grp,  Physical  ,opt in,level 3,1
1194,49,Science Experiment Workshop,45.0,1,n/a,  Digital  , Assigned , Medium ,0
1195,49,Drawing Studio Workshop,43.0,18,  Group  ,DIGITAL,Opt-in,easy,0
1196,49,Dance Session Track,49.0,11,Group,  online  ,  Opt-in  ,MEDIUM,0
1197,49,Creative Writing Track,61.0,,group work,Blended,Voluntary,Hard,0
1198,335,Chess Tactics Lab,50.0,9,Group,  HYBRID  ,Voluntary,medium,1
1199,49,Animation Studio Program,86.0,10,group,Online,Opt-in,level 2,0
1200,49,Coding Basics Program,58.0,1,Indiv,Physical, Voluntary ,Medium,0
1201,49,Drawing Studio Lab,57.0,6,Group,hybrid,Voluntary,Medium,0
1202,49,Music Circle Club,,1,Individual,digital,VOLUNTARY,easy,0
1203,49,Memory Training Workshop,33.0,1,individual,  HYB  ,opt in,Easy,1
1204,49,Puzzle Challenge Workshop,41.0,12, Group ,Online,voluntary, Medium ,0
1205,49,Math Games Club,43.0,8,Group,DIG,Voluntary,  Hard  ,0
1206,49,Puzzle Challenge Track,72.0,5,Group, Blended ,opt in,hard,1
1207,49,Chess Tactics Club,31.0,,Pair,Digital,VOL,Med,0
1208,50,Drama Workshop Session,58.0,7,GROUP,Hybrid, Voluntary ,Medium,0
1209,50,Origami Lab,54.0,14,Group,PHYSICAL,ASSIGNED,level 2,1
1210,50,Robotics Lab Program,44.0,1,Individual,Digital,assigned,Low,0
1211,50,Animation Studio Program,28.0,2,2-person,DIGITAL,Assigned,Medium,0
1212,50,Gardening Session,40.0,10,Group,Hybrid, Assigned ,EASY,0
1213,50,Memory Training Module,27.0,,IND, Hybrid ,Assigned,Medium,0
1214,50,,34.0,7, group work ,hybrid,mandatory,  Easy  ,0
1215,50,Chess Tactics Session,59.0,1,INDIVIDUAL,PHY,Voluntary,Medium,0
1216,50,Creative Writing Session,45.0,10,GROUP,Hybrid,?,Low,1
1217,50,Drawing Studio Lab,47.0,12,GROUP,Hybrid,mandatory,Medium,1
1218,50,Music Circle Session,-44.0,16,Group,  Offline  ,ASSIGNED,Medium,1
1219,50,Chess Tactics Program,55.0,6,GROUP,Digital,VOLUNTARY,?,
1220,50,Creative Writing Lab,35.0,2,Pair,PHY,Voluntary,Medium,1
1221,51,Storytelling Module,41.0,2,Pair, Digital ,Assigned,Medium,0
1222,51,Origami Lab,35.0,1,Individual,PHYSICAL,VOL,Medium,1
1223,51,Origami Module,24.0,2,Pair,  Hybrid  ,Assigned,easy,0
1224,51,Team Sports Lab,32.0,2,Pair,PHYSICAL,Assigned,Medium,1
1225,51,Animation Studio Program,49.0,2,Pair,physical,ASG,Medium,1
1226,51,Memory Training Lab,21.0,1,Individual,Physical,Mandatory,Easy,1
1227,51,Mindfulness Workshop,34.0,11,group work, PHYSICAL ,mandatory,Medium,1
1228,51,Cooking Basics Lab,31.0,12, GROUP ,Digital,Assigned,Easy,0
1229,51,Robotics Lab Club,61.0,2,  PR  ,Digital,ASG,High,0
1230,51,,73.0,,group work,Hybrid, Voluntary ,Hard,1
1231,51,Coding Basics Workshop,32.0,3,Grp,In-person,ASG,Med,1
1232,51,Music Circle Workshop,,5,  Group  ,PHY,Assigned,MEDIUM,1
1233,51,Nature Walk Module,60.0,8,null,Blended,Voluntary,Medium,1
1234,51,Drama Workshop Lab,72.0,1,individual,Online,Opt-in,  Hard  ,0
1235,51,Math Games Lab,49.0,1, INDIVIDUAL ,DIGITAL,assigned,level 2,0
1236,51,Gardening Track,45.0,8,group work, Hybrid ,opt in,Medium,0
1237,51,Nature Walk Club,56.0,1,IND,DIG,Voluntary,Difficult,0
1239,51,Cooking Basics Lab,69.0,2,Pair,Physical,Assigned,Hard,1
1240,51,Memory Training Track,,2,Pair, Physical ,Voluntary, Easy ,1
1241,51,Music Circle Workshop,36.0,,Grp,Offline,ASG,,1
1242,51,Mindfulness Workshop,27.0,1,Individual,digital,Assigned,  Medium  ,0
1243,51,Science Experiment Lab,35.0,1,Individual,PHYSICAL,Mandatory,Easy,1
1244,51,Photography Lab,-20.0,2,2-person,physical,Assigned,Medium,1
1245,51,Photography Program,44.0,2,2-person,mixed,VOLUNTARY,Medium,0
1246,51,Board Games Lab,,10,Group,Online,VOLUNTARY,Medium,0
1247,51,Debate Club Track,81.0,11,Group,Physical,assigned,null,1
1248,51,Coding Basics Workshop,28.0,1,INDIVIDUAL,online,Assigned,Medium,0
1249,51,Cooking Basics Program,-56.0,3,Group,Physical,ASSIGNED,hard,1
1250,51,Memory Training Track,52.0,8,  Group  ,hybrid,voluntary,  level 3  ,1
1251,51,Board Games Club,42.0,5,group work,Hybrid,Assigned,  Medium  ,0
1252,51,Dance Session Program,80.0,2,Pair,Physical, ASG ,hard,1
1253,51,Debate Club Workshop,38.0,1,Individual,HYB,Assigned,level 2,1
1254,51,Debate Club Lab,26.0,6,GRP,  Physical  ,voluntary,Easy,1
1255,52,Creative Writing Workshop,27.0,2,Pair,mixed,  Assigned  ,  Medium  ,0
1256,52,Gardening Lab,56.0,16,Grp,PHYSICAL,VOLUNTARY,Hard,1
1257,52,,35.0,1,Individual,PHYSICAL,Assigned,Easy,0
1258,52,Reading Club Session,27.0,2,Pair,Digital,Voluntary,Easy,0
1259,52,Memory Training Workshop,38.0,2,Pairs,Physical,ASG,Moderate,1
1260,52,Dance Session Module,32.0,3, GROUP ,PHY,assigned,Med,1
1262,53,Reading Club Lab,,9,Group,Hybrid,,  Difficult  ,1
1263,53,Memory Training Workshop,47.0,3,GRP,In-person, Assigned ,Hard,1
1264,53,Drama Workshop Program,63.0,2, Pair ,In-person,Voluntary,Medium,1
1265,53,Memory Training Club,31.0,2,  Pair  ,  Online  ,Voluntary, Easy ,0
1266,53,Drama Workshop Session,30.0,9, Group , HYB ,Voluntary,level 1,1
1267,53,Reading Club Track,29.0,1,individual ,Digital,Voluntary,Easy,0
1268,53,Drawing Studio Track,59.0,1,IND,physical,Voluntary,Hard,0
1269,53,Memory Training Session,57.0,1,IND,PHY,Voluntary,-,1
1270,53,Origami Lab,33.0,10, GROUP ,HYB,N/A,Low,1
1271,53,Coding Basics Session,>60,9,Group,Digital,Opt-in,Hard,0
1272,53,Coding Basics Track,39.0,13,GROUP,  Digital  ,Voluntary,level 1,0
1273,53,Music Circle Club,47.0,1,Indiv,mixed,VOLUNTARY,Medium,0
1274,53,Team Sports Program,74.0,1,Individual,physical,Voluntary,Moderate,1
1275,53,Mindfulness Club,35.0,1,individual ,HYB,Voluntary,Low,0
1276,53,Music Circle Module,26.0,,Individual,HYB,ASSIGNED,Medium,0
1277,53,Creative Writing Workshop,>60,10,group,mixed,Voluntary,Easy,1
1278,53,Coding Basics Session,41.0,1,individual,  online  ,ASSIGNED,Hard,0
1279,53,Photography Program,58.0,9,Group, Physical ,ASG,  Medium  ,1
1281,53,Debate Club Session,44.0,1,Individual,Blended,  Voluntary  ,Medium,0
1282,53,Photography Track,36.0,,group work,Digital,Voluntary,Easy,0
1283,53,Music Circle Lab,31.0,1,Individual,In-person,Assigned,Easy,1
1284,53,Photography Workshop,>60,2,pair,DIGITAL,Voluntary,Low,0
1285,53,Science Experiment Program,68.0,14,Group,physical,assigned,Medium,1
1286,53,Gardening Club,39.0,15,group work,null,Voluntary,Unknown,
1287,53,,46.0,6,group,Offline,VOLUNTARY,Easy,0
1288,948,Reading Club Module,>60,2,Pair,In-person,Voluntary,Easy,1
1289,53,Memory Training Club,41.0,19,Group,  Physical  ,opt in, Medium ,1
1290,53,Science Experiment Workshop,70.0,10, Group ,PHY,Voluntary,  level 2  ,1
1291,53,Coding Basics Track,31.0,1,Individual,online, VOL ,easy,1
1292,53,Math Games Session,74.0,13,GRP,N/A, Opt-in ,Med,0
1293,53,Storytelling Program,50.0,5,GROUP,Digital,Voluntary,Easy,0
1294,53,Science Experiment Track,22.0,6,GROUP,Digital,Voluntary,Medium,0
1295,53,Debate Club Track,48.0,2,PR, PHY ,VOLUNTARY, High ,1
1296,53,,28.0,10,Group,HYBRID,Voluntary,  Easy  ,0
1297,53,Science Experiment Workshop,51.0,6,Group,Hybrid,VOLUNTARY,,0
1298,53,Animation Studio Club,not recorded,1,individual ,online,Voluntary,Easy,0
1299,53,Drawing Studio Session,50.0,10,group,hybrid,Voluntary,Moderate,0
1300,53,Board Games Workshop,11.0,,Pair,DIG,Voluntary, Easy ,0
1301,53,Reading Club Session,67.0,6,GRP,Physical,Voluntary,Hard,1
1302,53,Coding Basics Module,-47.0,2,Pair,Physical,Mandatory,Medium,1
1303,53,Music Circle Lab,56.0,5,Group,DIG,  mandatory  ,Hard,0
1304,53,Creative Writing Workshop,56.0,7,  Group  ,Physical,assigned,Low,1
1305,53,Dance Session Module,>60,9,  Group  ,Digital,VOL,  Easy  ,0
1307,53,Chess Tactics Track,41.0,2, Pair ,HYB,Voluntary,Medium,0
1308,53,Dance Session Workshop,41.0,1,Individual, PHY ,,Easy,1
1309,53,Memory Training Lab,32.0,1,INDIVIDUAL,Unknown,Opt-in,E,0
1310,53,Science Experiment Session,35.0,,Individual,mixed,voluntary,medium,
1311,53,Puzzle Challenge Module,52.0,1,  IND  ,Physical,Assigned,  Med  ,1
1312,53,Music Circle Track,36.0,12,NA,Hybrid,Mandatory,Med,0
1313,53,Puzzle Challenge Club,48.0,8,Group,Digital,opt in,Med,0
1314,53,Storytelling Module,47.0,4,Group,  Physical  ,Opt-in,Easy,1
1315,53,Coding Basics Lab,44.0,1,IND,Physical,Opt-in,Medium,1
1316,53,Origami Program,38.0,1,Indiv,physical,Voluntary,Easy,1
1317,53,Lego Build Workshop,28.0,2,Pair,Unknown,Voluntary,NULL,1
1318,53,,69.0,9,Group,physical,Voluntary,HARD,1
1319,53,Robotics Lab Program,55.0,10,Group,Digital,opt in,Medium,0
1320,53,Dance Session Session,29.0,2,pair,Physical,opt in,Easy,1
1321,53,Puzzle Challenge Track,52.0,1,  IND  ,PHY,Voluntary,MEDIUM,1
1322,53,Gardening Workshop,19.0,1,Individual,Offline, Opt-in ,Medium,
1323,53,Chess Tactics Workshop,55.0,1,IND,mixed,Mandatory,medium,1
1324,53,Drama Workshop Session,,8,Group,Hybrid, VOLUNTARY ,Hard,0
1325,53,Lego Build Module,35.0,2,2-person, In-person ,Voluntary,Low,1
1326,53,Creative Writing Workshop,40.0,9,GROUP, Physical ,Voluntary,Medium,0
1327,53,Cooking Basics Program,-48.0,1,Individual,Hybrid,VOL,Easy,0
1328,53,Nature Walk Club,not recorded,1,Individual,Physical,Voluntary,Medium,0
1330,53,Mindfulness Track,10.0,1,INDIVIDUAL,Digital,Assigned,EASY,0
1331,53,Chess Tactics Module,77.0,1,INDIVIDUAL,Physical,VOL,hard,
1332,53,Math Games Lab,44.0,13,GRP,PHY,mandatory,Medium,1
1333,53,Lego Build Track,43.0,1,Individual,Hybrid,ASSIGNED,E,1
1334,53,Puzzle Challenge Club,21.0,10,Group,Physical,assigned,EASY,1
1335,53,Storytelling Club,28.0,2,Pair,Physical,  Opt-in  ,EASY,1
1336,53,Drama Workshop Track,48.0,7,Group,Hybrid,Voluntary,Medium,1
1337,53,Mindfulness Club,,1,Individual,Blended,opt in,EASY,1
1338,53,Drawing Studio Module,54.0,2,pair,Digital,Voluntary,Medium,1
1339,54,Reading Club Session,37.0,6,Group,Hybrid,VOL,medium,0
1340,54,Drawing Studio Program,61.0,1,Indiv,Digital,Assigned,  Hard  ,1
1341,54,Music Circle Session,49.0,6,group work,Hybrid,Voluntary,  Medium  ,1
1342,54,Music Circle Workshop,72.0,1,N/A,Hybrid,Assigned,n/a,
1343,54,Coding Basics Club,42.0,,  Group  ,DIGITAL,VOL,Difficult,0
1344,54,Coding Basics Track,33.0,1,IND,Digital,opt in,EASY,0
1345,54,Memory Training Track,37.0,,Individual,Offline,Voluntary,High,1
1346,54,Robotics Lab Program,48.0,11,Group,Physical,Mandatory,hard,1
1347,54,Origami Session,18.0,1,Individual,Offline,Voluntary,medium,1
1348,54,Photography Lab,54.0,8,Group,Offline,Voluntary,Hard,1
1349,54,Chess Tactics Club,57.0,1,Individual, mixed ,  Voluntary  ,hard,0
1350,54,Science Experiment Program,,2,pair,Physical,Voluntary, Medium ,1
1351,54,Creative Writing Track,36.0,1,individual ,mixed,VOLUNTARY,n/a,0
1352,54,Animation Studio Track,53.0,1,  Individual  ,?,  Voluntary  ,High,0
1353,54,Cooking Basics Workshop,32.0,2,Pairs,PHY,  VOL  ,Medium,1
1354,54,Music Circle Workshop,26.0,1,individual ,Physical,?,hard,1
1355,54,Memory Training Session,28.0,1,individual,Offline,VOLUNTARY,Medium,1
1356,54,Storytelling Lab,42.0,2,PR,Physical,Voluntary,medium,1
1357,54,Music Circle Workshop,40.0,1,individual,Hybrid, Voluntary , level 2 ,1
1358,54,Nature Walk Module,26.0,,GRP, digital ,opt in,Medium,
1359,325,Team Sports Club,50.0,9,group,Physical,Voluntary,Hard,1
1360,54,Puzzle Challenge Track,36.0,10,GROUP,Hybrid,assigned,Medium,0
1362,54,Photography Program,57.0,7,group work,Hybrid,Assigned,Hard,0
1363,54,Science Experiment Track,40.0,7,Grp,Hybrid,Voluntary,Medium,
1364,54,Team Sports Module,28.0,2,Pairs, Physical ,Voluntary,E,1
1365,54,Robotics Lab Track,n/a,,PAIR,DIG,Voluntary,Med,0
1366,54,Music Circle Track,24.0,1,Individual,PHYSICAL, Voluntary ,Med,
1367,54,Animation Studio Track,,1,Individual,  Digital  ,Opt-in,Difficult,0
1368,54,Robotics Lab Program,>60,11,group work,digital,VOLUNTARY,Medium,0
1369,54,Coding Basics Club,not recorded,12,Grp,Online,-,hard,
1370,54,Drama Workshop Workshop,49.0,1,Individual,online,Voluntary,Hard,0
1371,54,Music Circle Module,41.0,10,Group,DIG,Voluntary,Med,0
1372,54,Team Sports Lab,TBD,5,Group,In-person,  Assigned  ,Hard,1
1373,54,Drawing Studio Lab,64.0,1,Individual,Physical,Opt-in,Hard,1
1374,55,Debate Club Session,41.0,7,Group,Hybrid,Voluntary,Easy,0
1375,55,Team Sports Program,68.0,8,Group,HYBRID,VOLUNTARY,Hard,0
1376,55,Team Sports Session,38.0,1,Individual,Physical,Voluntary,Moderate,1
1377,55,,35.0,13, group work ,PHY,  opt in  ,Easy,1
1378,938,Gardening Program,42.0,1,NA,online, Voluntary ,level 3,0
1379,55,Science Experiment Program,74.0,8,group,Online, Voluntary ,HARD,0
1380,55,Drama Workshop Workshop,49.0,8,group work,HYB,mandatory,medium,1
1381,55,Lego Build Module,41.0,1,Individual, Physical ,Assigned,Medium,1
1382,55,Music Circle Club,36.0,12,GRP,  Digital  ,Voluntary,Medium,1
1383,55,,<1,1,Individual,Offline,VOL,Medium,1
1384,55,Creative Writing Workshop,38.0,1,Individual,Hybrid,Voluntary,medium,0
1385,55,Debate Club Club,68.0,2,2-person,Blended,Voluntary,Hard,1
1386,55,Storytelling Lab,,1,Individual,Hybrid,  Assigned  ,Moderate,1
1387,55,Origami Workshop,52.0,1,Individual,Hybrid,opt in,HARD,
1388,55,Music Circle Club,31.0,2,2-person, Digital ,Voluntary,Med,0
1389,55,Nature Walk Lab,71.0,,Group,Physical,Assigned,Medium,1
1390,55,Reading Club Workshop,39.0,9,Group,Hybrid,Mandatory,Hard,0
1391,55,Music Circle Track,-33.0,,Indiv,HYBRID,VOLUNTARY,level 2,0
1392,55,Cooking Basics Lab,29.0,2,  Pair  ,  Physical  ,voluntary,level 1,1
1393,55,Music Circle Track,60.0,,Group,Physical,Voluntary, Hard ,1
1394,55,Mindfulness Workshop,60.0,14,  group  ,Hybrid,mandatory,Med,0
1395,55,Drawing Studio Session,42.0,6,Group,Digital,Voluntary,Medium,1
1396,55,Animation Studio Session,-50.0,2, PR , Digital ,ASSIGNED,Medium,0
1397,55,Coding Basics Club,,1,IND,Digital,Voluntary,Hard,0
1398,55,Board Games Track,35.0,10, GRP ,Blended,Voluntary,Medium,1
1399,55,Gardening Session,43.0,2,  PR  , Offline ,Assigned,Difficult,1
1400,55,Creative Writing Lab,50.0,,Grp,Digital,  Opt-in  ,Low,0
1401,55,Puzzle Challenge Track,28.0,7,Group,Hybrid,Voluntary,EASY,1
1402,56,Lego Build Program,53.0,2,  Pair  ,Hybrid,Opt-in,HARD,1
1403,56,Math Games Track,39.0,2,2-person,  Offline  ,opt in,E,1
1404,56,Board Games Program,28.0,1,Individual,Blended,Voluntary,Easy,
1405,56,Gardening Lab,42.0,,Individual,hybrid,Voluntary,Medium,1
1406,56,Origami Program,40.0,2,Pair,HYBRID, Voluntary ,E,1
1407,56,,23.0,12,Group,online,VOLUNTARY,Easy,1
1408,56,Drama Workshop Lab,,1,Individual,Blended,Voluntary,Easy,1
1409,56,Puzzle Challenge Track,37.0,1,Individual,digital,Voluntary,easy,0
1410,56,Board Games Track,23.0,1,individual ,physical,Opt-in,Easy,0
1411,56,Dance Session Session,28.0,1,Individual,digital,Opt-in,  Easy  ,0
1412,56,Math Games Session,43.0,2,Pair,Offline,Assigned,level 1,1
1413,56,Storytelling Module,56.0,5,GROUP,  In-person  ,Voluntary,Medium,1
1414,56,Lego Build Club,55.0,8,group work,Digital,Voluntary,Easy,0
1415,56,Team Sports Program,38.0,12,-,Physical,Voluntary,Easy,1
1416,56,Gardening Session,46.0,11,group,physical,Voluntary,Easy,1
1417,56,Reading Club Workshop,35.0,1,Indiv,Hybrid,Assigned,easy,0
1418,56,Chess Tactics Session,55.0,2,Pair,  Offline  ,n/a,Hard,1
1419,56,Dance Session Lab,39.0,10,Group,Hybrid,Opt-in, Easy ,0
1420,56,Gardening Module,39.0,1,Individual,Physical,Voluntary,null,1
1421,56,Storytelling Session,37.0,,PAIR,Online,Assigned,  Medium  ,0
1422,56,Cooking Basics Session,52.0,9,Group, mixed ,Assigned,Easy,1
1423,56,Team Sports Module,,7,Group,Physical,Voluntary, Easy ,1
1424,56,Origami Club,28.0,10,GRP,In-person,voluntary,EASY,
1425,56,Math Games Workshop,40.0,, Individual ,Physical,opt in,Medium,1
1426,57,Science Experiment Club,60.0,2,pair,Digital,  VOL  ,High,0
1427,57,Origami Track,46.0,,Group,Digital,VOLUNTARY,Medium,0
1428,57,Puzzle Challenge Program,24.0,,IND,Hybrid, Opt-in , Easy ,1
1429,57,Photography Session,35.0,1,Individual,Digital,Voluntary,Medium,0
1430,57,Robotics Lab Lab,32.0,,Group,PHYSICAL,Voluntary, Medium ,1
1431,57,Creative Writing Module,47.0,9,Group,Hybrid,Voluntary, Medium ,0
1432,57,Drawing Studio Session,33.0,1,individual ,PHY,Assigned,Easy,1
1433,57,Puzzle Challenge Workshop,39.0,1,Individual,Digital,VOL,Med,0
1434,57,Team Sports Program,24.0,, group work ,Digital,opt in,  Easy  ,0
1435,57,Debate Club Program,55.0,5,Group, Hybrid ,Assigned,Med,
1436,57,Team Sports Module,30.0,2,PAIR,physical,  Voluntary  , level 2 ,1
1437,57,Memory Training Session,,,  Grp  , DIGITAL ,VOL,Medium,1
1438,57,Debate Club Module,40.0,1,individual ,n/a,Voluntary,Medium,1
1439,57,Drama Workshop Program,-34.0,2,Pairs,PHYSICAL,Voluntary,Medium,1
1440,57,Robotics Lab Track,24.0,1,Individual,Physical,VOL,level 1,1
1441,57,Math Games Workshop,n/a,12,Group,DIGITAL,Voluntary,Easy,0
1442,57,Team Sports Club,15.0,6, group ,Physical,Voluntary, Easy ,1
1443,57,Board Games Session,12.0,1,Indiv,Hybrid,Voluntary,E,1
1444,57,Mindfulness Workshop,61.0,,GROUP,  online  ,Voluntary,Medium,1
1445,57,Chess Tactics Module,,,Group,Digital, Assigned ,  MEDIUM  ,0
1446,57,Team Sports Program,52.0,3,group,DIGITAL,ASSIGNED,Medium,0
1447,57,Math Games Club,38.0,2,Pair,DIGITAL,Voluntary,E,0
1448,57,Math Games Track,33.0,9,Group,PHYSICAL,Voluntary, Easy ,1
1449,395,Animation Studio Session,38.0,,group work,Digital,Voluntary,Medium,0
1450,57,Origami Lab,32.0,1,Individual,PHYSICAL,Voluntary,Easy,1
1451,58,Dance Session Club,33.0,1,INDIVIDUAL,Physical,Assigned, level 3 ,1
1452,58,Reading Club Module,46.0,14,group work, Physical ,Assigned,Low,1
1453,58,Creative Writing Track,40.0,,2-person,Physical,Assigned,E,1
1454,58,Nature Walk Module,28.0,11,group,Physical,Assigned,Medium,1
1455,58,Cooking Basics Club,45.0,4,GRP,Unknown,Voluntary,Hard,1
1456,58,Mindfulness Track,57.0,8,Group,,mandatory,Hard,1
1457,58,Origami Workshop,23.0,13,GRP,Hybrid,ASG,Easy,1
1458,58,,-14.0,1,Individual,Physical,Voluntary,level 1,1
1459,58,Memory Training Session,-24.0,1,N/A,Physical,Assigned,E,1
1460,58,Nature Walk Club,>60,6, Group ,Hybrid,Assigned,Medium,0
1461,59,Board Games Workshop,17.0,5,Group,DIG,Voluntary,Easy,0
1462,267,Origami Module,27.0,2,PR,Physical,,Low,1
