child_id,sleep_duration,screen_time,gaming,social_media_usage,outdoor_time,study_time,free_play
9138,11.30,2.0,0.60,0.00,3.50,2.10,3.50
9139,11.90,0.3,0.20,0.40,4.50,0.00,5.20
9140,11.00,5.3,1.00,0.50,0.00,2.40,2.50
9141,9.70,2.8,0.60,0.60,3.00,2.30,2.60
9142,10.80,2.8,0.60,0.30,3.70,2.00,3.30
9143,9.50,2.0,0.00,0.10,2.50,1.90,3.50
9144,,270.0,0.00,0.10,2.20,3.50,2.00
9145,9.80,132.0,,18.00,5.20,1.40,2.00
9146,9.90,1.5,0.80,0.80,,3.40,2.50
9147,7.50,156.0,0.00,1.30,1.00,1.30,3.50
9148,11.10,3.1,1.50,0.30,0.80,3.00,2.40
9149,9.50,5.0,0.50,0.20,1.40,3.50,2.50
9150,9.20,5.2,0.80,1.00,1.10,2.40,2.50
9151,8.00,0.4,0.90,0.90,1.30,0.00,2.00
9152,,3.5,0.60,2.40,,4.50,1.60
9153,,1.4,0.60,0.00,2.70,3.50,3.50
9154,11.80,4.5,1.00,0.10,3.30,0.50,2.50
9155,8.00,4.4,0.70,0.50,2.80,2.00,
9156,10.80,5.0,0.70,0.10,,1.30,3.50
9157,7.00,,54.00,48.00,0.90,3.00,2.30
9158,8.00,4.0,1.40,0.40,0.40,2.00,2.00
9159,11.00,0.5,0.80,0.00,3.90,1.00,1.80
9160,10.60,2.0,0.00,,5.50,3.60,1.70
9161,9.60,2.7,0.00,0.00,0.90,2.00,1.50
9162,,6.4,0.70,1.00,2.00,0.70,2.00
9163,9.70,,1.00,0.00,2.20,2.60,2.50
9164,9.00,4.0,0.10,,,2.00,3.50
9165,8.20,TBD,1.40,1.20,1.30,4.50,0.80
9166,8.50,3.0,1.00,0.20,2.00,3.50,1.80
9167,10.60,120.0,30.00,0.00,5.40,1.40,5.00
9168,7.00,7.5,0.40,1.50,1.30,4.40,
9169,10.90,1.6,0.10,0.30,4.00,1.00,3.60
9170,8.50,,,1.50,3.90,3.00,1.20
9171,7.90,2.8,0.70,0.70,4.50,4.50,3.50
9172,9.00,,1.30,1.70,0.60,3.30,1.50
9173,10.00,102.0,6.00,1.30,4.00,4.00,2.50
9174,11.40,1.5,1.10,0.50,1.40,2.00,4.20
9175,11.00,210.0,60.00,18.00,3.60,2.00,3.00
9176,10.40,318.0,18.00,18.00,2.50,3.00,1.50
9177,10.50,240.0,60.00,0.00,3.80,2.50,3.00
9178,9.50,2.2,0.60,0.00,1.40,2.50,3.10
9179,9.70,240.0,6.00,90.00,2.60,3.20,1.90
9180,9.70,90.0,114.00,6.00,,3.00,4.50
9181,10.50,n/a,0.00,0.70,2.50,1.50,
9182,9.60,1.5,1.20,1.00,3.70,4.00,1.60
9183,,3.0,0.50,0.90,1.80,3.00,2.30
9184,10.00,0.0,0.70,0.40,2.70,2.00,5.00
9185,8.50,6.2,0.70,0.60,3.50,2.00,2.40
9186,9.50,336.0,72.00,,1.70,2.40,2.60
9187,8.80,4.6,0.60,1.10,1.40,1.50,1.30
9188,8.70,1.9,0.80,,3.20,2.10,3.80
9189,9.00,3.6,1.50,1.80,0.10,2.30,1.50
9190,12.10,120.0,66.00,60.00,2.90,1.00,3.50
9191,9.10,2.5,0.80,0.60,3.30,3.90,3.00
9192,9.90,3.2,1.20,0.20,2.30,3.50,1.50
9193,10.80,1.5,0.00,1.10,1.50,2.90,3.40
9194,8.40,456.0,42.00,66.00,0.00,2.50,2.20
9195,10.20,,1.00,0.40,1.30,2.50,2.00
9196,11.00,0.5,0.40,,2.70,0.00,4.00
9197,9.00,2.0,0.60,1.50,5.50,2.90,1.50
9198,8.30,5.6,1.30,0.90,1.40,1.50,2.80
9199,10.10,3.0,0.80,0.00,2.90,1.00,4.70
9200,10.00,5.0,0.50,0.00,1.50,2.90,3.20
9201,9.80,3.4,0.30,,3.20,2.00,3.10
9202,11.00,252.0,12.00,18.00,4.60,1.50,2.50
9203,,2.0,0.00,0.00,,0.50,4.30
9204,9.50,2.0,0.30,1.10,2.40,2.80,4.50
9205,9.50,,0.90,0.00,1.00,,3.80
9206,10.80,2.5,1.00,0.60,4.40,3.00,2.70
9207,8.50,5.3,0.50,0.90,1.50,3.80,2.30
9208,8.50,258.0,0.00,6.00,5.00,3.40,
9209,10.50,2.9,0.30,1.20,3.50,2.60,3.00
9210,12.00,0.5,0.70,0.00,3.60,0.60,5.00
9211,9.50,234.0,48.00,90.00,1.00,4.40,1.60
9212,9.00,3.5,1.70,0.20,4.50,,3.90
9213,9.90,174.0,48.00,48.00,2.50,4.50,0.60
9214,9.60,84.0,12.00,0.00,,,2.10
9215,9.00,270.0,78.00,24.00,2.00,3.40,3.00
9216,10.20,,0.40,0.30,1.30,1.50,2.80
9217,9.50,1.9,0.00,0.00,7.00,1.00,2.50
9218,9.50,,1.10,,1.40,2.50,3.50
9219,9.50,,54.00,0.60,0.70,3.50,
9220,9.50,0.0,66.00,1.40,2.20,1.50,4.40
9221,10.80,,48.00,1.30,1.90,1.80,2.50
9222,10.30,2.1,0.00,0.10,1.50,4.00,3.00
9223,9.50,6.0,0.50,0.80,1.50,3.50,1.50
9224,10.00,2.5,1.90,0.90,2.50,3.60,1.00
9225,10.30,5.5,0.50,0.90,1.00,3.70,1.00
9226,9.50,1.5,0.70,0.00,3.40,3.00,2.50
9227,10.10,0.0,0.00,0.30,1.00,4.00,2.50
9228,9.20,4.0,0.00,1.90,0.30,4.60,2.50
9229,11.50,108.0,72.00,,3.20,0.00,2.70
9230,9.50,3.0,0.90,0.00,2.70,2.50,2.10
9231,8.90,5.0,0.60,0.90,1.50,3.00,3.00
9232,9.50,3.1,0.30,,3.20,1.20,2.60
9233,9.50,3.0,0.00,0.80,2.00,4.10,2.00
9234,8.50,1.8,0.50,1.10,5.80,2.30,2.70
9235,10.40,0.7,0.90,0.30,2.50,1.00,3.60
9236,,0.0,0.70,0.00,,1.00,2.50
9237,11.00,1.0,0.40,0.40,3.90,3.00,2.80
9238,8.20,4.2,,2.00,1.50,4.30,0.80
9239,9.00,330.0,90.00,0.80,0.00,3.40,1.00
9240,9.00,5.0,0.40,1.10,2.60,3.00,2.40
9241,9.00,150.0,6.00,0.00,1.50,2.60,4.00
9242,8.50,138.0,30.00,,1.30,3.50,1.50
9243,9.00,--,0.50,0.00,2.00,3.90,
9244,9.90,0.5,,0.00,4.10,1.50,4.30
9245,9.50,3.9,,0.00,2.90,0.50,4.00
9246,8.00,6.2,1.40,1.60,2.00,4.50,0.50
9247,9.20,2.0,1.10,0.00,,,4.10
9248,10.90,0.0,0.40,0.20,2.50,0.00,4.70
9249,8.00,1.0,,0.00,0.90,1.50,2.00
9250,8.20,6.4,1.10,0.30,,3.00,2.20
9251,8.00,1.1,1.20,1.30,4.10,1.90,2.00
9252,8.40,3.0,2.30,1.10,3.00,3.00,2.80
9253,9.50,3.0,0.50,,2.60,2.50,4.50
9254,10.40,2.0,,1.20,8.00,0.40,3.90
9255,10.50,3.0,0.70,0.00,3.50,3.00,
9256,,318.0,54.00,0.90,2.00,2.50,3.00
9257,10.50,>60,1.20,0.50,1.00,0.50,4.00
9258,9.70,2.2,0.70,,2.50,1.90,2.10
9259,8.50,3.0,1.40,,3.50,2.20,2.00
9260,8.80,192.0,54.00,60.00,2.70,2.00,3.30
9261,9.30,,1.00,0.70,0.50,3.50,1.80
9262,9.70,246.0,108.00,102.00,,2.90,
9263,10.80,2.5,1.00,0.00,2.40,1.90,4.00
9264,9.00,,,72.00,2.90,2.90,1.10
9265,8.70,0.4,1.00,0.20,2.50,2.50,2.80
9266,8.40,,24.00,78.00,4.50,4.60,0.00
9267,,,0.30,0.00,3.30,1.00,
9268,9.60,48.0,66.00,0.00,1.00,1.00,2.50
9269,7.50,2.6,0.60,2.10,4.00,,0.50
9270,10.90,1.0,1.30,0.00,4.50,2.90,2.50
9271,9.50,42.0,36.00,0.00,2.30,2.60,3.00
9272,8.30,4.0,0.00,0.40,1.70,3.50,3.50
9273,7.50,4.3,1.10,1.00,0.60,3.40,0.50
9274,7.80,1.2,1.20,2.80,2.60,1.20,1.00
9275,10.00,3.6,1.00,0.90,1.10,3.50,
9276,,216.0,72.00,54.00,2.10,3.00,2.80
9277,9.00,12.0,72.00,48.00,3.30,3.50,
9278,10.00,4.5,,2.10,1.40,,1.00
9279,11.60,264.0,,0.30,1.10,1.30,4.60
9280,8.00,180.0,,1.40,6.00,3.30,1.00
9281,12.50,0.5,0.90,0.00,,1.50,4.30
9282,8.50,3.5,0.40,1.00,2.50,3.60,2.50
9283,9.80,1.0,0.00,0.00,2.30,,3.50
9284,9.50,450.0,66.00,,,4.10,0.90
9285,7.30,2.2,0.50,2.00,1.50,2.20,1.50
9286,10.00,2.3,0.20,0.00,3.10,2.50,2.80
9287,9.10,2.8,0.30,0.50,,0.70,2.00
9288,9.50,3.1,1.10,0.00,3.60,3.40,3.30
9289,11.00,300.0,54.00,24.00,1.00,2.90,1.50
9290,9.00,,,0.80,3.00,,1.10
9291,9.70,2.0,1.00,1.00,2.90,1.00,4.80
9292,10.70,2.5,0.50,0.20,1.40,0.50,4.30
9293,8.30,5.5,1.20,1.70,,2.00,3.00
9294,12.00,3.0,1.10,0.60,1.10,2.50,2.00
9295,9.60,2.2,1.20,0.20,3.50,3.00,4.50
9296,10.00,0.4,0.80,0.00,2.50,2.50,1.80
9297,9.30,3.8,0.20,1.50,3.20,3.60,1.50
9298,9.90,0.0,0.80,0.00,4.00,0.80,4.60
9299,9.50,210.0,78.00,6.00,4.20,1.50,
9300,9.00,4.5,0.60,0.90,2.20,2.30,3.00
9301,10.70,<1,0.50,0.60,2.10,2.60,2.30
9302,8.90,5.5,0.60,,3.20,3.90,2.00
9303,10.60,2.4,1.20,1.40,3.00,3.00,
9304,10.20,1.7,0.70,1.00,4.30,2.00,1.80
9305,9.50,282.0,42.00,0.00,0.70,2.00,3.00
9306,9.50,4.0,0.40,1.00,3.50,2.00,3.00
9307,8.80,,1.00,2.30,1.20,2.00,3.90
9308,8.50,360.0,0.00,60.00,2.00,4.00,2.00
9309,10.00,3.3,1.70,,2.30,1.30,4.20
9310,9.50,2.5,0.30,0.00,1.50,3.00,3.00
9311,11.30,,66.00,24.00,2.80,2.00,2.00
9312,8.70,294.0,24.00,24.00,0.90,4.40,3.30
9313,8.60,4.2,0.40,,1.50,2.70,0.30
9314,8.60,3.5,0.20,0.50,1.10,3.80,
9315,10.00,1.5,0.70,0.60,2.50,0.00,3.00
9316,8.50,4.5,0.90,1.00,1.50,3.50,1.50
9317,9.60,,0.50,0.20,2.60,1.50,2.70
9318,9.50,6.5,0.80,1.10,1.70,3.50,0.00
9319,8.00,n/a,96.00,1.30,2.20,4.20,1.00
9320,9.00,5.6,1.50,2.60,0.50,1.80,1.90
9321,9.00,,0.40,1.00,3.00,2.30,2.10
9322,9.50,5.0,0.70,1.90,1.50,,0.00
9323,10.50,5.0,0.50,0.80,1.40,3.50,1.50
9324,10.00,2.5,0.80,0.20,2.20,1.50,3.50
9325,10.50,4.5,0.20,0.00,1.00,2.90,2.90
9326,9.70,0.6,0.00,0.00,4.20,3.70,3.00
9327,9.90,2.2,0.00,0.80,3.00,1.90,
9328,8.00,2.1,0.70,0.20,2.40,2.00,2.60
9329,10.50,156.0,30.00,0.00,4.00,3.20,2.80
9330,10.00,4.8,0.00,0.90,0.70,2.40,2.20
9331,10.50,not recorded,0.10,0.10,4.50,,3.00
9332,8.40,210.0,30.00,2.10,2.80,1.50,4.10
9333,10.50,3.0,1.60,0.00,2.40,3.40,2.30
9334,9.80,3.1,2.20,0.90,,0.60,2.50
9335,11.50,2.0,0.80,0.90,3.50,1.30,4.00
9336,10.50,3.5,0.60,0.30,,1.50,3.70
9337,,,30.00,0.10,2.00,2.00,1.00
9338,8.60,4.4,0.10,0.00,1.20,3.00,2.60
9339,10.20,,18.00,0.00,1.00,4.00,2.50
9340,10.60,60.0,6.00,0.00,2.30,2.70,3.60
9341,10.00,5.1,0.70,0.50,2.90,3.90,1.40
9342,10.50,,0.30,0.80,1.00,,0.50
9343,8.60,300.0,60.00,0.00,2.40,4.00,1.80
9344,9.00,2.4,0.80,0.70,,3.50,2.00
9345,10.10,0.1,1.00,0.80,3.00,2.00,3.20
9346,10.00,150.0,60.00,0.70,1.00,2.40,3.90
9347,10.50,342.0,36.00,0.60,0.90,2.50,3.00
9348,10.80,3.4,1.30,0.60,2.50,2.30,
9349,9.50,4.0,0.90,1.40,3.00,2.00,3.00
9350,10.40,4.1,1.50,0.40,2.00,3.30,2.10
9351,10.50,0.5,1.20,0.90,,2.00,3.50
9352,10.00,4.0,0.70,0.00,1.00,2.50,3.00
9353,8.30,5.0,0.10,1.10,2.30,4.40,
9354,10.90,1.5,0.70,1.00,2.50,2.80,3.40
9355,10.00,2.0,0.80,,2.50,1.40,5.10
9356,10.00,120.0,78.00,0.00,1.80,3.70,3.00
9357,9.90,0.6,0.00,0.90,2.00,3.00,3.00
9358,7.60,0.5,,1.00,2.70,2.50,0.90
9359,9.50,1.6,0.30,0.50,1.30,1.60,3.50
9360,8.80,4.0,,2.00,2.00,3.10,2.10
9361,8.20,270.0,48.00,,1.40,4.00,
9362,8.50,5.2,1.00,0.60,2.40,2.80,2.00
9363,9.40,1.5,0.50,0.00,0.80,0.00,
9364,8.90,3.1,0.60,0.80,1.00,2.50,5.00
9365,8.50,n/a,1.10,0.10,2.70,2.50,2.10
9366,,5.7,0.60,0.40,2.90,2.10,1.00
9367,8.50,2.5,1.00,0.00,2.00,3.30,2.90
9368,8.50,162.0,54.00,42.00,2.20,3.20,2.20
9369,8.00,,72.00,90.00,3.20,3.00,3.40
9370,10.80,90.0,72.00,0.00,1.00,2.00,2.60
9371,11.00,60.0,78.00,0.00,,1.00,4.10
9372,11.00,0.5,0.90,1.10,3.10,1.50,5.10
9373,11.00,2.3,0.90,,1.00,2.30,3.00
9374,8.90,3.0,2.40,,3.00,1.80,2.70
9375,10.50,,0.90,0.90,1.00,2.30,2.80
9376,12.00,180.0,0.00,48.00,,0.00,4.60
9377,9.00,1.9,0.10,1.20,3.00,1.80,3.50
9378,9.50,90.0,54.00,0.00,2.60,1.40,4.00
9379,8.50,2.5,1.60,0.80,2.70,2.40,2.60
9380,8.50,3.5,0.20,,1.00,3.30,1.50
9381,10.80,4.0,0.80,0.00,2.20,0.70,5.50
9382,10.00,0.5,0.00,0.00,5.00,2.00,3.50
9383,10.50,4.6,0.70,,2.60,3.00,1.80
9384,,2.1,0.40,0.40,,1.00,4.00
9385,8.00,,0.10,0.50,1.00,2.70,2.50
9386,10.20,n/a,0.60,0.80,1.00,3.00,0.70
9387,9.50,3.1,0.00,0.80,5.10,1.50,2.50
9388,9.50,222.0,6.00,0.00,1.30,0.00,4.60
9389,,4.0,1.30,,1.20,0.90,3.90
9390,9.20,4.5,1.40,1.30,1.00,2.70,2.00
9391,9.10,6.0,0.20,0.70,1.20,5.00,0.00
9392,8.00,--,0.20,0.80,1.60,4.00,3.00
9393,11.30,2.6,0.90,0.60,0.50,3.60,2.20
9394,12.50,1.0,0.80,1.30,3.60,1.60,3.40
9395,9.20,5.5,,0.60,1.60,1.90,2.70
9396,,0.5,1.40,0.50,3.00,1.00,2.90
9397,9.50,3.0,0.90,0.00,2.30,,0.00
9398,9.00,,0.70,0.20,2.50,2.50,2.90
9399,9.80,5.2,0.90,0.70,0.50,3.50,2.00
9400,10.00,318.0,24.00,54.00,3.00,1.50,
9401,9.00,4.1,1.10,2.00,1.30,1.50,1.00
9402,11.00,336.0,12.00,1.30,1.40,0.80,2.00
9403,11.20,3.3,0.20,0.00,0.00,1.50,3.00
9404,11.10,102.0,54.00,66.00,3.50,0.50,4.20
9405,,270.0,66.00,6.00,2.60,1.90,2.30
9406,10.50,264.0,,42.00,1.80,1.50,2.90
9407,9.60,,1.00,0.00,1.50,3.00,2.80
9408,10.40,4.5,0.00,0.00,2.30,3.00,4.00
9409,8.80,354.0,0.00,6.00,0.00,3.00,
9410,9.50,4.6,0.50,0.40,2.50,3.00,2.40
9411,10.40,3.5,0.50,0.00,3.00,2.10,1.50
9412,9.40,7.5,0.50,0.00,0.60,2.60,3.00
9413,8.20,,30.00,90.00,0.50,4.30,0.00
9414,9.00,3.0,0.90,0.60,1.90,2.30,1.50
9415,9.60,,0.80,0.30,,3.30,3.60
9416,9.20,,1.30,1.20,3.00,4.20,1.50
9417,9.70,2.5,0.90,1.20,4.50,2.00,1.50
9418,8.60,2.6,1.40,0.80,2.00,2.00,4.00
9419,10.80,0.6,0.00,0.30,,,
9420,10.50,2.1,0.20,0.60,2.30,4.00,
9421,10.00,276.0,30.00,1.40,1.50,3.40,0.00
9422,9.50,102.0,12.00,3.30,2.00,2.00,2.50
9423,10.20,5.4,0.90,0.50,3.00,1.50,0.00
9424,8.20,5.5,1.00,1.00,1.10,3.90,2.50
9425,9.00,,0.40,1.10,1.00,4.00,1.20
9426,9.30,3.5,0.80,0.60,3.00,2.20,2.50
9427,10.50,4.0,1.00,0.30,4.50,2.10,2.60
9428,10.80,0.0,36.00,0.70,3.00,2.50,4.20
9429,8.50,1.5,,0.40,1.00,3.00,1.60
9430,9.50,6.2,0.70,0.00,2.50,3.50,1.00
9431,10.00,3.9,1.00,0.20,1.50,2.80,2.50
9432,13.00,,,,1.10,2.00,2.00
9433,11.50,0.8,0.20,0.00,4.00,1.50,3.00
9434,9.50,4.3,,1.00,1.60,3.50,3.00
9435,9.50,3.0,0.90,1.10,2.00,1.50,2.50
9436,9.50,1.8,1.10,0.00,2.10,0.20,3.40
9437,9.50,1.0,0.70,0.00,1.30,2.70,2.00
9438,9.40,7.1,0.50,0.60,0.00,5.00,0.50
9439,8.50,1.9,1.40,0.80,2.00,4.10,0.50
9440,10.40,--,0.90,0.00,,3.60,3.00
9441,9.50,0.9,0.70,0.00,4.60,2.40,3.50
9442,8.70,1.4,0.00,0.60,3.90,2.80,3.70
9443,9.00,4.0,1.10,1.30,1.60,3.00,2.30
9444,9.80,,0.40,0.20,2.50,2.70,3.70
9445,9.00,180.0,6.00,,3.50,3.50,2.30
9446,11.00,0.6,1.40,0.00,0.20,1.00,5.00
9447,8.40,4.0,0.00,0.90,0.80,2.70,1.20
9448,10.50,6.7,0.20,0.30,1.00,2.90,2.00
9449,9.00,2.0,0.60,0.00,4.50,3.00,3.00
9450,13.00,150.0,6.00,12.00,1.50,2.30,3.50
9451,,3.6,0.30,,3.00,2.10,2.50
9452,11.90,0.2,0.00,0.50,0.50,2.00,3.10
9453,9.10,5.7,0.00,0.70,1.70,3.00,
9454,8.50,300.0,60.00,6.00,2.90,2.90,3.30
9455,9.80,1.0,1.30,0.40,3.30,1.60,4.60
9456,11.30,2.3,0.20,0.90,4.20,2.00,3.50
9457,10.00,5.0,0.60,0.80,0.50,3.70,2.50
9458,9.50,5.4,0.10,1.10,1.50,3.50,2.10
9459,9.30,3.5,1.20,0.60,0.90,2.20,4.10
9460,9.80,1.1,1.00,1.20,2.40,,0.00
9461,10.60,2.1,0.60,0.00,2.40,0.80,3.40
9462,8.50,4.5,1.70,,1.00,4.50,1.30
9463,9.50,6.0,0.60,,1.10,3.50,2.00
9464,11.00,186.0,0.00,0.60,1.50,3.00,
9465,11.50,0.7,0.20,0.70,4.20,1.90,5.50
9466,7.60,6.5,0.30,0.80,1.00,4.80,2.00
9467,9.30,3.2,0.90,1.20,,3.00,3.00
9468,12.10,2.1,0.20,0.60,2.40,2.40,
9469,10.50,1.2,0.20,0.00,3.80,,4.00
9470,9.50,3.5,2.00,0.00,1.20,5.00,2.20
9471,11.00,,1.30,0.30,0.60,2.00,3.00
9472,9.50,0.0,0.70,1.20,2.30,1.00,1.50
9473,9.90,3.5,1.50,0.00,2.40,1.70,2.80
9474,9.30,3.6,0.90,0.00,3.20,2.00,2.20
9475,9.00,300.0,108.00,54.00,1.50,1.50,3.00
9476,,5.0,0.10,2.30,2.60,4.00,1.10
9477,7.00,0.0,,0.70,3.10,0.60,4.60
9478,10.00,150.0,78.00,96.00,,2.00,3.50
9479,8.90,3.8,0.60,0.60,3.00,3.00,2.80
9480,9.60,5.0,0.70,0.50,3.20,,0.00
9481,9.10,90.0,36.00,18.00,3.00,1.90,3.50
9482,8.70,4.5,1.10,0.90,2.00,,3.00
9483,11.50,3.2,,0.00,1.50,2.60,1.50
9484,11.40,54.0,0.00,24.00,0.90,,1.60
9485,9.00,3.5,1.00,0.00,2.00,2.20,5.20
9486,9.50,4.3,0.00,0.60,4.00,4.00,3.00
9487,11.10,180.0,42.00,6.00,1.50,4.20,1.60
9488,11.10,,0.60,0.90,1.50,4.00,2.00
9489,8.20,4.5,0.50,1.10,5.00,3.90,1.30
9490,9.50,0.4,0.80,0.00,3.50,1.70,3.70
9491,9.50,,48.00,0.00,1.70,1.50,4.50
9492,10.00,1.4,0.50,,2.50,,3.00
9493,8.50,4.2,1.80,1.00,1.10,3.50,2.50
9494,8.60,180.0,12.00,0.60,4.60,1.40,2.50
9495,10.50,228.0,36.00,66.00,1.00,2.30,2.00
9496,9.80,3.0,0.50,1.30,1.50,3.60,2.00
9497,10.00,4.0,0.60,0.00,1.50,0.50,4.00
9498,9.20,240.0,72.00,24.00,1.50,2.50,2.50
9499,10.20,0.8,1.10,0.00,1.00,0.50,4.60
9500,9.50,2.8,0.40,0.00,3.50,0.00,4.50
9501,9.00,0.4,0.90,0.00,2.80,3.90,3.00
9502,10.40,2.2,0.00,0.00,3.30,3.60,3.20
9503,10.90,3.6,0.00,0.40,2.80,1.70,3.40
9504,10.50,4.1,1.40,0.00,0.50,1.50,1.40
9505,9.50,,0.80,1.20,3.50,2.70,2.00
9506,11.10,3.3,0.10,0.80,2.00,3.00,2.00
9507,10.00,4.4,0.60,0.00,2.80,2.10,3.70
9508,8.60,,1.00,0.20,2.70,3.30,2.60
9509,9.20,0.0,0.00,0.80,3.50,2.70,1.00
9510,11.70,3.5,1.10,0.30,2.00,2.00,2.60
9511,10.30,5.5,0.70,,1.00,2.10,3.00
9512,8.90,402.0,0.00,0.00,1.50,3.50,2.00
9513,8.80,324.0,18.00,6.00,2.50,3.50,1.10
9514,11.00,4.0,,0.50,0.50,3.20,3.70
9515,9.90,3.6,1.10,0.30,2.90,2.50,2.00
9516,8.40,4.2,1.40,0.00,2.00,3.80,3.00
9517,,4.5,1.80,1.50,1.30,3.50,1.40
9518,7.50,6.9,1.20,0.10,,2.50,3.00
9519,9.80,--,0.70,0.20,2.00,2.30,3.00
9520,9.00,3.5,0.40,1.20,4.50,1.50,1.20
9521,10.00,2.4,0.50,0.70,1.50,4.50,2.80
9522,10.00,5.0,1.30,0.00,2.50,,
9523,10.00,>60,0.40,0.20,2.00,3.40,1.50
9524,10.50,0.6,0.60,0.20,1.90,0.00,2.90
9525,9.70,120.0,12.00,0.00,3.50,4.50,2.10
9526,10.00,270.0,42.00,0.00,3.50,2.20,3.00
9527,10.00,,18.00,48.00,0.50,2.00,3.20
9528,8.00,396.0,48.00,60.00,1.00,3.10,2.00
9529,10.80,4.5,0.40,,2.50,2.30,3.00
9530,11.50,TBD,1.40,0.30,3.50,2.00,2.30
9531,9.00,6.2,0.80,1.10,0.90,2.00,3.10
9532,11.10,2.0,0.00,1.40,0.60,0.50,3.80
9533,9.30,4.2,1.30,0.30,3.00,4.00,1.50
9534,11.00,,0.80,0.00,3.40,1.20,4.50
9535,9.30,4.9,0.40,1.70,2.10,,0.50
9536,9.00,3.5,0.80,0.70,2.50,3.50,2.20
9537,10.80,120.0,72.00,18.00,2.50,2.50,3.40
9538,9.50,156.0,24.00,6.00,0.90,1.80,
9539,9.00,3.0,0.00,1.20,4.40,3.00,2.50
9540,9.00,1.5,1.30,0.90,3.50,4.30,2.30
9541,11.00,4.5,0.40,0.70,2.00,1.60,3.00
9542,8.20,192.0,24.00,66.00,0.40,4.50,2.50
9543,12.00,0.0,1.10,0.50,2.80,0.00,6.00
9544,9.20,264.0,0.00,0.70,2.30,2.00,3.60
9545,8.80,2.6,1.80,1.20,2.00,3.10,2.50
9546,8.00,132.0,48.00,0.60,2.00,3.00,0.50
9547,10.50,4.6,0.30,1.00,0.90,2.00,3.50
9548,11.50,180.0,0.00,24.00,,2.00,5.00
9549,9.40,4.0,1.20,0.70,0.50,1.80,3.10
9550,11.00,4.0,0.00,,0.70,3.20,2.50
9551,10.70,4.5,0.60,0.00,2.00,2.10,3.50
9552,11.50,150.0,18.00,0.00,1.10,2.30,4.50
9553,10.00,138.0,18.00,0.00,4.10,3.00,2.50
9554,9.70,192.0,96.00,30.00,1.80,3.30,1.00
9555,11.00,6.3,0.50,0.10,0.50,3.70,1.50
9556,11.10,282.0,36.00,0.20,1.00,3.70,2.50
9557,,6.8,0.70,0.30,0.10,1.50,3.20
9558,9.80,3.4,0.00,0.00,2.80,2.60,3.50
9559,10.00,3.4,0.90,0.40,1.00,3.00,3.50
9560,10.50,4.5,0.30,,1.50,2.70,2.30
9561,8.00,7.5,0.30,0.60,1.20,2.50,2.60
9562,10.50,2.0,0.30,0.20,2.80,2.70,2.20
9563,10.60,,0.30,1.00,3.00,1.70,2.90
9564,10.80,,0.50,1.30,2.00,3.00,1.70
9565,8.50,192.0,72.00,24.00,2.60,1.70,3.00
9566,10.90,3.4,0.80,1.00,2.50,2.10,2.70
9567,9.50,5.3,1.50,0.50,1.00,4.00,1.00
9568,10.50,2.5,0.60,0.70,4.60,1.80,4.00
9569,9.40,90.0,60.00,90.00,2.50,3.00,2.00
9570,9.00,1.5,1.40,0.40,2.80,2.50,2.20
9571,10.60,2.3,0.60,0.00,1.50,3.00,
9572,11.00,1.9,0.00,0.00,4.00,1.00,4.00
9573,12.00,54.0,54.00,90.00,1.10,1.00,4.50
9574,9.00,240.0,12.00,30.00,1.50,4.00,2.00
9575,9.50,6.0,0.70,0.80,0.00,3.20,0.70
9576,11.10,,1.20,,3.50,0.60,3.50
9577,11.00,204.0,66.00,0.00,2.00,1.50,4.00
9578,9.00,not recorded,36.00,1.30,4.50,3.00,2.00
9579,8.80,234.0,24.00,36.00,3.60,,5.50
9580,8.40,4.2,1.50,1.30,3.80,4.50,1.00
9581,8.00,5.5,0.70,1.10,2.80,4.50,1.00
9582,11.00,198.0,78.00,78.00,1.30,1.80,2.00
9583,9.10,5.3,0.80,0.60,,2.40,1.70
9584,10.40,5.0,0.30,0.70,2.30,3.50,2.50
9585,11.00,300.0,6.00,0.60,0.00,1.90,4.70
9586,9.10,4.3,0.70,1.10,2.00,2.00,3.00
9587,9.50,0.8,1.00,0.30,2.50,2.30,3.40
9588,10.50,4.2,1.10,0.70,2.50,3.50,2.10
9589,,4.6,0.40,,1.20,2.60,3.00
9590,10.50,1.0,0.60,0.10,8.30,0.90,2.60
9591,11.10,180.0,48.00,24.00,1.40,3.00,2.80
9592,,7.0,1.40,1.90,2.30,3.60,0.80
9593,10.00,2.9,1.30,0.50,3.20,3.40,2.70
9594,10.50,3.9,0.90,0.30,3.50,2.70,2.40
9595,9.60,276.0,0.00,6.00,2.00,4.00,3.90
9596,,150.0,48.00,18.00,1.10,1.90,4.20
9597,6.60,2.9,0.80,,3.50,4.90,2.50
9598,9.40,5.4,0.60,1.40,0.40,2.50,1.90
9599,,2.0,1.00,0.00,1.70,1.60,2.50
9600,9.30,4.5,0.60,1.40,1.50,4.50,2.30
9601,8.50,288.0,48.00,1.40,1.90,5.20,1.00
9602,7.20,4.3,,0.30,2.00,3.10,3.00
9603,9.70,240.0,12.00,24.00,4.00,2.60,0.50
9604,8.60,282.0,,0.20,3.00,2.20,2.50
9605,9.90,3.5,0.30,1.00,2.50,2.90,3.20
9606,10.00,120.0,84.00,1.40,4.50,2.50,3.50
9607,9.30,4.5,1.60,1.30,2.00,1.90,1.50
